"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","10344707","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.235565592158604,10.1375252482468,-3.42479900621419,0.00600245045805695,0.00968291038608997,-3.45442173931259
"2","10344725","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",1.95672707386436,7.94794902292753,7.75939423238879,1.10803066878552e-05,6.7587207260655e-05,3.1801213884989
"3","10344750","Sgk3","170755","serum/glucocorticoid regulated kinase 3",0.191061159718902,9.50478551187294,1.96744091481985,0.0759231720728273,0.0920253399258654,-5.96028665664396
"4","10344817","Cspp1","211660","centrosome and spindle pole associated protein 1",0.30032422146699,9.42641007101039,2.76528334288076,0.0190143620780319,0.0263367597014224,-4.62021007573984
"5","10344837","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.288196621216706,8.29333688252286,1.13782692520595,0.280328521972665,0.311714997592303,-7.09450345676615
"6","10344897","Sulf1","240725","sulfatase 1",-0.41121318028664,7.00144754167415,-3.00726822360071,0.0124290960450719,0.0181466232533774,-4.19416527531655
"7","10344924","Xkr9","381246","X-linked Kx blood group related 9",1.23068838393823,7.18159582626542,10.0195103882569,1.00357295214017e-06,1.12183540354876e-05,5.74251656643939
"8","10344952","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",-1.86442909460107,11.2440566595235,-8.88589072063869,3.15283345112447e-06,2.54382031231426e-05,4.52157885006623
"9","10345058","Tmem14a","75712","transmembrane protein 14A",0.389980121012165,8.5423231719792,2.71120634525922,0.0209106975505708,0.0286351295383558,-4.71474066829391
"10","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",1.66084421088623,10.5285791674485,12.5907448048979,1.06709267990077e-07,2.15737978858919e-06,8.12426550165198
"11","10345074","Cetn4","207175","centrin 4",-0.80783665756038,5.52504963812608,-5.20657604016589,0.000331994085307361,0.00090681915120283,-0.434996379043657
"12","10345230","Rab23","19335","RAB23, member RAS oncogene family",-0.575697248198418,9.23733478756172,-7.04041655892076,2.65519468951197e-05,0.000130194328978485,2.24793704440602
"13","10345241","Dst","13518","dystonin",-0.377653808929548,10.7575080925978,-3.80232646267103,0.00314583272586382,0.00561163482733178,-2.78932761223642
"14","10345423","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.0721436132041404,10.3231528426677,-0.596942968177955,0.563113894324981,0.595003750509948,-7.57020009751513
"15","10345442","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.238245314115538,10.4880750868424,2.56647592971729,0.026961962317491,0.0360084102003333,-4.96598035293906
"16","10345445","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",-0.690496862651699,9.6618152274838,-7.06157465277572,2.58553270780914e-05,0.000128391178983673,2.27627923773319
"17","10345482","Cnnm4","94220","cyclin M4",-1.57070071814024,9.09713119539022,-21.0069437945791,5.81982085755788e-10,7.38389771302656e-08,13.5482688802264
"18","10345656","Nms","433292","neuromedin S",-0.14602135018824,6.92799002327549,-1.58886083125654,0.141531814193222,0.163802498752703,-6.5251424358209
"19","10345675","Npas2","18143","neuronal PAS domain protein 2",0.759023425436993,8.70815472801365,2.27190332285482,0.0450783020096305,0.0571216935577715,-5.46630079055477
"20","10345715","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",-0.615943158235064,11.5252919894335,-7.37827729147939,1.74783168667944e-05,9.55845453652819e-05,2.69382733453359
"21","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",-0.484175208085214,5.9124273066253,-2.91580782151699,0.0145939530521127,0.0209162134254369,-4.35566460398595
"22","10345824","Il18rap","16174","interleukin 18 receptor accessory protein",-1.15993011167487,6.90547588124765,-4.64996038216324,0.000783864856601868,0.00179598832833159,-1.34000998349369
"23","10345913","Nck2","17974","non-catalytic region of tyrosine kinase adaptor protein 2",-0.65083601953995,10.1008816334582,-6.84862214814073,3.38725308381389e-05,0.000156279601069466,1.98841815859337
"24","10345930","Tpp2","22019","tripeptidyl peptidase II",-0.358550539203613,11.1171767609076,-4.96962151257913,0.000476022044076566,0.00121032659002433,-0.815245403163095
"25","10346000","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",0.0230157883255879,4.85073395978247,0.0756588242415237,0.941103562568505,0.948015200483359,-7.75853931565187
"26","10346074","Wdr75","73674","WD repeat domain 75",-0.261769033887335,10.7133536605741,-2.99088136655883,0.0127916254879119,0.0185956744059447,-4.2231326777331
"27","10346164","Cavin2","20324","caveolae associated 2",2.19056416986878,7.26878989470679,10.7500016728187,5.07155670929573e-07,6.72014368137751e-06,6.46938396527536
"28","10346191","Stat1","20846","signal transducer and activator of transcription 1",0.364911095629814,11.1694516883247,2.47538585666611,0.0316264535513712,0.0415706427799038,-5.12249818337957
"29","10346235","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.373321844946098,8.82506922133769,3.79517031005146,0.00318416284391872,0.00567203454997806,-2.80185518985023
"30","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",0.442242312303279,9.5184601425296,6.4445385407899,5.74406006405649e-05,0.000231164287260531,1.42599633355048
"31","10346298","Coq10b","67876","coenzyme Q10B",-0.372034067440008,10.305468333988,-5.15524637699612,0.000358703579054593,0.000964205860011683,-0.516721198288084
"32","10346321","Gm10561","628004","predicted gene 10561",-0.284727465098692,4.92931224396517,-2.22205522716008,0.0491376175749308,0.0617719616529041,-5.54905176699546
"33","10346330","Plcl1","227120","phospholipase C-like 1",-0.358878280650659,7.23604030711517,-4.56452746954969,0.000897822339739579,0.00199893384016649,-1.48246577007052
"34","10346348","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",-0.404437392375952,10.2426191186265,-2.57501282130903,0.0265612371302016,0.0355256304708148,-4.9512423629919
"35","10346365","Sgo2a","68549","shugoshin 2A",0.794392157165476,8.04013491902947,7.22485483958404,2.10975906487386e-05,0.000110495637298605,2.49310703124101
