"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","10344707","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.0703891100070813,10.1375252482468,-0.723625244682833,0.485003343840277,0.744046114860187,-5.77871642229965
"2","10344725","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",-0.0967118381096235,7.94794902292753,-0.271182839202829,0.791473429208427,0.909208527509568,-6.0047203353721
"3","10344750","Sgk3","170755","serum/glucocorticoid regulated kinase 3",-0.0580926942535864,9.50478551187294,-0.422995561395798,0.680776478981362,0.848593230020074,-5.95091016110245
"4","10344817","Cspp1","211660","centrosome and spindle pole associated protein 1",-0.0704896730590807,9.42641007101039,-0.458944084143872,0.65556812323682,0.835292615902665,-5.93483069409287
"5","10344837","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",-0.229784161974186,8.29333688252286,-0.641493728948105,0.534865518913691,0.77355094816203,-5.83409574843714
"6","10344897","Sulf1","240725","sulfatase 1",-0.884870306883674,7.00144754167415,-4.5758287552195,0.000881794054071725,0.120822863964758,-0.325541545133641
"7","10344924","Xkr9","381246","X-linked Kx blood group related 9",0.492506332607855,7.18159582626542,2.83527520289317,0.0168127868585682,0.225636119150924,-3.00888638361338
"8","10344952","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.16685033807661,11.2440566595235,0.562298842576183,0.585640025101064,0.802192477027774,-5.88165676668782
"9","10345058","Tmem14a","75712","transmembrane protein 14A",-0.0514011399396779,8.5423231719792,-0.252684065233541,0.805359019730056,0.917440409681265,-6.00969677425106
"10","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",0.476070164396248,10.5285791674485,2.55198719844726,0.0276557659509454,0.263634980575596,-3.45940805307634
"11","10345074","Cetn4","207175","centrin 4",-0.448667427287909,5.52504963812608,-2.04474051657088,0.0666002013795835,0.340721796372365,-4.23971630222685
"12","10345230","Rab23","19335","RAB23, member RAS oncogene family",-0.26697568104591,9.23733478756172,-2.30866493841808,0.0422938454142135,0.304367222628568,-3.83974077548461
"13","10345241","Dst","13518","dystonin",-0.0582286253134718,10.7575080925978,-0.414550145785583,0.686760049846289,0.85143447336788,-5.95450440843221
"14","10345423","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.00689493422050802,10.3231528426677,-0.0403413177735052,0.968572931511901,0.985890862870967,-6.041763218511
"15","10345442","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.208715214976442,10.4880750868424,1.58983458248203,0.141312153264917,0.44649556682002,-4.87825912672363
"16","10345445","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",0.157371534052889,9.6618152274838,1.13802296355603,0.280250235819973,0.587472096979085,-5.41303178513041
"17","10345482","Cnnm4","94220","cyclin M4",-0.171625177732677,9.09713119539022,-1.62306320857063,0.133994301048973,0.437594001173447,-4.83448444010627
"18","10345656","Nms","433292","neuromedin S",0.391997941897307,6.92799002327549,3.01604827155626,0.0122391457931023,0.215672447569424,-2.71970957376562
"19","10345675","Npas2","18143","neuronal PAS domain protein 2",-0.060874860536261,8.70815472801365,-0.12884205663449,0.899901558044574,0.958447094874337,-6.03402868800053
"20","10345715","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",-0.271726787809682,11.5252919894335,-2.30161031053613,0.0428149679745497,0.304748895471024,-3.85062834275028
"21","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",-0.333741887156588,5.9124273066253,-1.42118975544157,0.184088050075036,0.500810528182813,-5.09181767411291
"22","10345824","Il18rap","16174","interleukin 18 receptor accessory protein",-0.19823517211328,6.90547588124765,-0.561931197717302,0.585881631007542,0.802306874625816,-5.88186392270285
"23","10345913","Nck2","17974","non-catalytic region of tyrosine kinase adaptor protein 2",-0.293986721343314,10.1008816334582,-2.18748126786914,0.0521568977124566,0.318906438493561,-4.02538880337875
"24","10345930","Tpp2","22019","tripeptidyl peptidase II",-0.0837061131010444,11.1171767609076,-0.820380090620754,0.430113092790013,0.709621419772203,-5.70584107993564
"25","10346000","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",-0.612254328040319,4.85073395978247,-1.42314974475861,0.183533361558562,0.500769790274033,-5.08942356461596
"26","10346074","Wdr75","73674","WD repeat domain 75",-0.149414760465016,10.7133536605741,-1.20714495031761,0.253697627873485,0.562233825964165,-5.33940264722135
"27","10346164","Cavin2","20324","caveolae associated 2",-0.481518290279885,7.26878989470679,-1.67089955153103,0.124049496060008,0.42337000168429,-4.77056189617725
"28","10346191","Stat1","20846","signal transducer and activator of transcription 1",0.514257387526238,11.1694516883247,2.46672864860148,0.0321089852752456,0.275037922196628,-3.59361710220222
"29","10346235","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.101735943303913,8.82506922133769,-0.731319720867332,0.480483549514665,0.741023015002164,-5.7732193699287
"30","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",0.0611849722131996,9.5184601425296,0.630465465377354,0.541781331336031,0.778245190073694,-5.84106643814751
"31","10346298","Coq10b","67876","coenzyme Q10B",0.0799327617319996,10.305468333988,0.783206955871674,0.45069886579819,0.724515915085782,-5.73479658509033
"32","10346321","Gm10561","628004","predicted gene 10561",-0.281483370950391,4.92931224396517,-1.55332822094128,0.149755285562519,0.459497021904345,-4.92573480302859
"33","10346330","Plcl1","227120","phospholipase C-like 1",-0.0225065676962934,7.23604030711517,-0.202415106226921,0.843435668399283,0.934593016839817,-6.02146370354155
"34","10346348","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",0.594887050347968,10.2426191186265,2.67822840342871,0.022158445706451,0.247480963108225,-3.25931992404182
"35","10346365","Sgo2a","68549","shugoshin 2A",-0.365720087407192,8.04013491902947,-2.35194951330778,0.0392283680712574,0.298476713585654,-3.77274267152764
"36","10346374","Aox1","11761","aldehyde oxidase 1",0.0753614520848931,10.854455805916,0.345378803745674,0.736585179133117,0.879815752778583,-5.98129320280325
"37","10346410","Aox3","71724","aldehyde oxidase 3",0.762603895013462,8.80290403222413,2.16372821991347,0.0543332568942539,0.322810603360612,-4.06140595787262
"38","10346562","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.212973181820901,8.27167252355781,-0.882063548148484,0.397359240607963,0.68062167089594,-5.65522479996783
"39","10346564","Casp8","12370","caspase 8",0.0189241713942145,12.3783811362179,0.185155877038043,0.856611811903919,0.941336304814106,-6.02490932964296
"40","10346576","Stradb","227154","STE20-related kinase adaptor beta",0.243919205039587,10.2106813234824,1.73560152683127,0.111649818498154,0.406330296824421,-4.68248756078036
"41","10346607","Fzd7","14369","frizzled class receptor 7",-0.102611405215759,9.58990365750629,-0.539622496028248,0.60064077809646,0.811352661389283,-5.89419557089938
"42","10346651","Bmpr2","12168","bone morphogenetic protein receptor, type II (serine/threonine kinase)",-0.0564183008935064,11.7719890089121,-0.386061708810833,0.707108699872082,0.862846033145183,-5.96611107339176
"43","10346668","Fam117b","72750","family with sequence similarity 117, member B",-0.0571590857482889,10.4626742126488,-0.533248334334334,0.604893047942231,0.812748168213573,-5.89763253460135
"44","10346838","Pard3b","72823","par-3 family cell polarity regulator beta",-0.136473270679271,8.16974704026817,-0.742884102034632,0.47374026864977,0.738854291148612,-5.76485949089587
"45","10346843","Nrp2","18187","neuropilin 2",0.223174077017175,8.9095857952164,0.564465514278259,0.584217227981852,0.801719203315361,-5.88043333451219
"46","10346970","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",-0.112707055421186,9.66614689658477,-0.997450756920401,0.340833619963601,0.639220480899954,-5.55224460447027
"47","10347117","Cps1","227231","carbamoyl-phosphate synthetase 1",0.525655001969725,8.3957144348,2.36388835452331,0.0384215023572898,0.296787099639644,-3.75420613574298
"48","10347277","Igfbp2","16008","insulin-like growth factor binding protein 2",0.111714059721995,8.82330223409098,0.51491773322669,0.617207178246575,0.820446128910573,-5.90730110501071
"49","10347282","Rufy4","435626","RUN and FYVE domain containing 4",-0.0987677585241808,7.24322608299523,-0.861985492864721,0.40782720543119,0.689218470717047,-5.67204779556412
"50","10347310","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.0689620056582569,9.64571031681233,0.51448309277093,0.617500686587955,0.820446128910573,-5.90752646986364
"51","10347335","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.262747419471173,8.95652566197662,1.38279214707113,0.195244423184427,0.513094451323483,-5.1382772966365
"52","10347364","Vil1","22349","villin 1",0.315350769480833,9.45956381262349,1.09287593820662,0.298731673183838,0.60209024678633,-5.45931941529111
"53","10347417","Bcs1l","66821","BCS1-like (yeast)",0.0647563847658041,9.91999061705045,0.451956408253805,0.66043428661285,0.836462192303522,-5.93805484580487
"54","10347481","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",0.39421421063536,11.0195839193507,2.07008973946847,0.0637851595657233,0.338963020728844,-4.20204220791263
"55","10347888","Ccl20","20297","chemokine (C-C motif) ligand 20",0.26695011295259,7.69129546801819,0.938727903614028,0.368827353256314,0.660496875422457,-5.60597561322908
"56","10347948","Sp100","20684","nuclear antigen Sp100",1.03713455455407,7.16245108143947,1.59106563472682,0.141034879424064,0.44649556682002,-4.87664679424541
"57","10348000","2810459M11Rik","72792","RIKEN cDNA 2810459M11 gene",0.450225803772263,8.77539803494471,3.80045671820247,0.00315580105046239,0.154431437918591,-1.48093499317379
"58","10348194","Efhd1","98363","EF hand domain containing 1",0.116294898392516,6.60621249707454,0.47780882882288,0.642514883320614,0.832039559288623,-5.92588989130168
"59","10348234","Neu2","23956","neuraminidase 2",0.0483461032563666,7.76947463652306,0.263877454937676,0.796948250698485,0.912152117695076,-6.00672700534215
"60","10348424","Sh3bp4","98402","SH3-domain binding protein 4",-0.258708258195426,9.53813949352231,-1.85345160752167,0.0919116779070974,0.380156288002053,-4.51767470822167
"61","10348432","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",-0.257394133685862,10.9590795344873,-2.44070546261447,0.0336032818368582,0.280950008767801,-3.6343989141935
"62","10348471","Mlph","171531","melanophilin",0.0251493061526062,8.59693921208988,0.169604241555413,0.86852386528468,0.946883047737171,-6.02775294060077
"63","10348493","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",-0.0301701485707984,10.0063377224588,-0.253176878676897,0.804988163990156,0.917371307803439,-6.00956869702229
"64","10348537","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.0491643022978874,7.25760975216765,-0.257356939906131,0.801844585736168,0.914819102324197,-6.00847243590524
"65","10348547","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.192676118618271,9.13087093692317,-1.68948242029634,0.120367495230426,0.417828343566629,-4.74545195698532
"66","10348580","Klhl30","70788","kelch-like 30",-0.465790951661299,7.18431360772096,-2.163159287752,0.0543864340218721,0.322810603360612,-4.06226702267835
"67","10348590","Erfe","227358","erythroferrone",-0.317204324908351,8.20435990197425,-1.68447771189345,0.121349369745829,0.419800989407007,-4.75222951281734
"68","10348653","Gpc1","14733","glypican 1",-0.134673864796573,9.53190841396143,-0.731968663510706,0.48010356241746,0.741023015002164,-5.77275336647033
"69","10348666","Dusp28","67446","dual specificity phosphatase 28",-0.251295753281928,8.72665001287274,-2.25727192579195,0.0462350561081819,0.306033975271971,-3.91883927193308
"70","10348702","Agxt","11611","alanine-glyoxylate aminotransferase",-0.0503597293737492,7.77074140971968,-0.426239907768089,0.678483947912084,0.847687354912316,-5.94951081869682
"71","10348739","Sned1","208777","sushi, nidogen and EGF-like domains 1",-0.208608953521534,8.05129342116618,-1.38529040871506,0.194501623259183,0.513094451323483,-5.13528039463999
"72","10349081","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",-0.189510617048802,9.31432142755747,-1.95132228455891,0.0780152105000479,0.3583051522966,-4.37693355163016
"73","10349174","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",0.328205879092097,7.92392205791523,1.37869582798496,0.196467526033263,0.513954997226192,-5.14318332643333
"74","10349295","Tfcp2l1","81879","transcription factor CP2-like 1",0.289093768092298,9.83972714454532,1.50754385977448,0.160964636145533,0.472351189517394,-4.9843285280169
"75","10349319","Sctr","319229","secretin receptor",-0.0527769387830972,7.2766066630245,-0.311996612918096,0.76111135412347,0.894739911122413,-5.99251800645937
"76","10349383","Slc35f5","74150","solute carrier family 35, member F5",0.203542160132786,11.2911050238231,1.96301356616581,0.0764925218993781,0.355881319168126,-4.35990742995638
"77","10349401","Gpr39","71111","G protein-coupled receptor 39",-0.119842092984367,10.6534033702595,-0.891482009931222,0.392513323293707,0.67781848710794,-5.64721915444538
"78","10349404","Mgat5","107895","mannoside acetylglucosaminyltransferase 5",-0.200426655947952,9.7927559857637,-1.98338875331546,0.0739049571264083,0.352176204146969,-4.33013184558525
"79","10349431","Acmsd","266645","amino carboxymuconate semialdehyde decarboxylase",0.406509258982588,8.92280996526762,0.644546749200892,0.532960031217958,0.772130219363728,-5.8321463337836
"80","10349580","Pigr","18703","polymeric immunoglobulin receptor",0.48344997519714,8.77699157754862,1.41670851750051,0.185361611887977,0.50175915425957,-5.09728329949217
"81","10349637","Fam72a","108900","family with sequence similarity 72, member A",-0.0825725641900972,6.68885241767,-0.444728966915928,0.665484809992715,0.839100606115946,-5.94133965339739
"82","10349648","Ctse","13034","cathepsin E",0.0547212399249091,7.94801304290843,0.345003666540738,0.7368591526695,0.879896517599462,-5.98142553477329
"83","10349661","Rab7b","226421","RAB7B, member RAS oncogene family",0.108952096180919,7.74005966174151,0.243454693299105,0.812313561597579,0.920737519532604,-6.01204985934738
